Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
Bm_chr15	9431414	9514360	Pi_chr5	5739588	5675591	cccccc
Bm_chr15	9567971	9742149	Pi_chr5	5653812	5565718	cccccc
Bm_chr15	1889480	1949277	Pi_chr5	10271824	10227187	cccccc
Bm_chr15	15748143	15831221	Pi_chr5	1955484	1909528	cccccc
Bm_chr15	13636160	13925751	Pi_chr5	3165746	3006853	cccccc
Bm_chr15	10119572	10134759	Pi_chr5	5356204	5341929	cccccc
Bm_chr15	18297606	18375647	Pi_chr5	103934	23696	cccccc
Bm_chr15	15932784	16051249	Pi_chr5	1836202	1766492	cccccc
Bm_chr15	13460901	13547245	Pi_chr5	3287529	3223760	cccccc
Bm_chr15	15577283	15633991	Pi_chr5	2098812	2020074	cccccc
Bm_chr15	6950828	6999913	Pi_chr5	7212839	7170286	cccccc
Bm_chr15	7465602	7505827	Pi_chr5	6924035	6892423	cccccc
Bm_chr15	17873122	17923329	Pi_chr5	400513	363083	cccccc
Bm_chr15	17557113	17633029	Pi_chr5	639283	590856	cccccc
Bm_chr15	16930651	16950031	Pi_chr5	1135525	1108306	cccccc
Bm_chr15	16449399	16478871	Pi_chr5	1499153	1479962	cccccc
Bm_chr15	2869590	2882213	Pi_chr5	9623407	9617137	cccccc
Bm_chr15	3419136	3465564	Pi_chr5	9262527	9236953	cccccc
Bm_chr15	1278774	1349808	Pi_chr5	10784929	10718694	cccccc
Bm_chr15	7248893	7389811	Pi_chr5	7015421	6955442	cccccc
Bm_chr15	1195306	1222204	Pi_chr5	10820672	10796004	cccccc
Bm_chr15	14408428	14450706	Pi_chr5	2690018	2649575	cccccc
Bm_chr15	5760492	5913684	Pi_chr5	7879641	7791412	cccccc
Bm_chr15	13161401	13343951	Pi_chr5	3471560	3349794	cccccc
Bm_chr15	3329168	3362156	Pi_chr5	9310584	9286544	cccccc
Bm_chr15	4314268	4407324	Pi_chr5	8718757	8658169	cccccc
Bm_chr15	1102209	1128017	Pi_chr5	10914699	10890857	cccccc
Bm_chr15	8919531	8931202	Pi_chr5	6031164	6021199	cccccc
Bm_chr15	5631532	5706161	Pi_chr5	7958596	7913762	cccccc
Bm_chr15	1520262	1588915	Pi_chr5	10578101	10500174	cccccc
Bm_chr16	14237637	14249732	Pi_chr7	10439043	10442498	cccccc
Bm_chr16	14237637	14249732	Pi_chr7	9961721	9958266	cccccc
Bm_chr16	14237637	14249732	Pi_chr9	2700211	2696756	cccccc
Bm_chr16	14237637	14249732	Pi_chr11	4470761	4474162	cccccc
Bm_chr16	14237637	14249732	Pi_chr11	1927035	1923580	cccccc
Bm_chr16	14237637	14249732	Pi_chr11	6234738	6231283	cccccc
Bm_chr16	14237637	14249732	Pi_chr11	10264033	10260578	cccccc
Bm_chr16	14237637	14249732	Pi_chr14	1104056	1100601	cccccc
Bm_chr16	14237637	14249732	Pi_chr15	4267538	4264134	cccccc
Bm_chr16	14237637	14249732	Pi_chr16	8409324	8412779	cccccc
Bm_chr16	9555697	9957754	Pi_chr21	5355758	5618755	cccccc
Bm_chr16	13822557	14124437	Pi_chr21	7542118	7811329	cccccc
Bm_chr16	6397451	6672283	Pi_chr21	3329981	3494207	cccccc
Bm_chr16	12688047	12909698	Pi_chr21	6647459	6828158	cccccc
Bm_chr16	2294787	2673166	Pi_chr21	1470311	1737392	cccccc
Bm_chr16	4865874	5093194	Pi_chr21	5207379	5350440	cccccc
Bm_chr16	1184671	1425149	Pi_chr21	804631	948269	cccccc
Bm_chr16	3239656	3421143	Pi_chr21	1990016	2106294	cccccc
Bm_chr16	2910661	3009994	Pi_chr21	1753167	1844978	cccccc
Bm_chr16	3474725	3595038	Pi_chr21	2128165	2197186	cccccc
Bm_chr16	1868006	2060516	Pi_chr21	1180389	1310990	cccccc
Bm_chr16	6869653	7000611	Pi_chr21	3630004	3702042	cccccc
Bm_chr16	12983984	13129227	Pi_chr21	6892782	6992167	cccccc
Bm_chr16	12408223	12541912	Pi_chr21	6511310	6600328	cccccc
Bm_chr16	1010234	1055207	Pi_chr21	737054	771306	cccccc
Bm_chr16	295843	371982	Pi_chr21	167394	233387	cccccc
Bm_chr16	12158156	12267055	Pi_chr21	6274044	6346258	cccccc
Bm_chr16	13179504	13318675	Pi_chr21	7034397	7126463	cccccc
Bm_chr16	4503769	4605714	Pi_chr21	5051117	5079356	cccccc
Bm_chr16	6723790	6776384	Pi_chr21	3535754	3564631	cccccc
Bm_chr16	2133177	2236032	Pi_chr21	1353630	1434366	cccccc
Bm_chr16	860551	977985	Pi_chr21	569139	644130	cccccc
Bm_chr16	8972982	9000543	Pi_chr21	2853504	2862378	cccccc
Bm_chr16	4084010	4119187	Pi_chr21	2343002	2366037	cccccc
Bm_chr16	12021494	12057047	Pi_chr21	6194331	6218405	cccccc
Bm_chr16	4686765	4732935	Pi_chr21	5112717	5146602	cccccc
Bm_chr16	424481	446631	Pi_chr21	246805	260865	cccccc
Bm_chr16	10070321	10078985	Pi_chr21	6112749	6119440	cccccc
Bm_chr16	4430506	4439439	Pi_chr21	2373074	2377373	cccccc
Bm_chr16	3731463	3771401	Pi_chr21	2199658	2214531	cccccc
Bm_chr16	11467228	11501167	Pi_chr21	6016184	6031587	cccccc
Bm_chr16	629121	705959	Pi_chr21	366284	428459	cccccc
Bm_chr16	10131312	10201400	Pi_chr21	6061742	6131685	cccccc
Bm_chr16	4489498	4501156	Pi_chr21	5386159	5394686	cccccc
Bm_chr16	5438166	5438466	Pi_chr21	4846053	4846344	cccccc
Bm_chr16	13491130	13679947	Pi_chr21	7249394	7385230	cccccc
Bm_chr16	11084016	11088549	Pi_chr21	7925077	7928627	cccccc
Bm_chr16	5351551	5997784	Pi_chr21	4897653	4491594	cccccc
Bm_chr16	8593244	8845382	Pi_chr21	3082613	2902118	cccccc
Bm_chr16	8910442	9411996	Pi_chr21	2891102	2583511	cccccc
Bm_chr16	4122494	4302725	Pi_chr21	2552857	2443527	cccccc
Bm_chr16	6234706	6391798	Pi_chr21	4365121	4267652	cccccc
Bm_chr16	1490106	1558529	Pi_chr21	1070293	1014633	cccccc
Bm_chr16	11531676	11638750	Pi_chr21	5897232	5835840	cccccc
Bm_chr16	6067050	6160378	Pi_chr21	4448735	4387524	cccccc
Bm_chr16	1087902	1153658	Pi_chr21	704271	653276	cccccc
Bm_chr16	5193526	5296233	Pi_chr21	5003834	4949287	cccccc
Bm_chr16	8426035	8531127	Pi_chr21	3191968	3126005	cccccc
Bm_chr16	9489323	9564906	Pi_chr21	5385145	5352128	cccccc
Bm_chr16	11949779	11990976	Pi_chr21	5649076	5622177	cccccc
Bm_chr16	7981473	8010318	Pi_chr21	3852628	3811327	cccccc
Bm_chr16	1641493	1666805	Pi_chr21	968599	954322	cccccc
Bm_chr16	980649	1042080	Pi_chr21	791650	756215	cccccc
Bm_chr16	5094937	5109312	Pi_chr21	5049421	5039480	cccccc
Bm_chr16	8195587	8225330	Pi_chr21	3313799	3303461	cccccc
Bm_chr16	2386196	2414728	Pi_chr21	1565466	1553691	cccccc
Bm_chr16	8374632	8374837	Pi_chr21	3222090	3221837	cccccc
Bm_chr16	1429623	1436107	Pi_chr21	1081754	1077272	cccccc
Bm_chr16	7847427	7939527	Pi_chr21	3882125	3828979	cccccc
Bm_chr16	14237637	14249732	Pi_chr25	1402341	1398886	cccccc
Bm_chr16	14237637	14249732	Pi_chr27	1324566	1321111	cccccc
Bm_chr16	14237637	14249732	Pi_chr28	1577546	1574091	cccccc
Bm_chr17	6160275	6160775	Pi_chr5	1585370	1585402	cccccc
Bm_chr17	6160279	6160818	Pi_chr5	1585830	1585341	cccccc
Bm_chr17	3578745	3578895	Pi_chr9	1648942	1649102	cccccc
Bm_chr17	13128201	13649168	Pi_chr11	8233717	8567413	cccccc
Bm_chr17	5005723	5211210	Pi_chr11	3359719	3488263	cccccc
Bm_chr17	4057015	4277879	Pi_chr11	2827207	2979587	cccccc
Bm_chr17	12348722	12516983	Pi_chr11	7735084	7848063	cccccc
Bm_chr17	2100368	2433832	Pi_chr11	1485696	1727214	cccccc
Bm_chr17	11843405	12022453	Pi_chr11	7434516	7535034	cccccc
Bm_chr17	1223401	1357372	Pi_chr11	787966	909154	cccccc
Bm_chr17	12687005	12923305	Pi_chr11	7936011	8086692	cccccc
Bm_chr17	11206844	11290219	Pi_chr11	7040558	7087109	cccccc
Bm_chr17	12983348	13036929	Pi_chr11	8125129	8167662	cccccc
Bm_chr17	10689071	10752794	Pi_chr11	6755611	6792781	cccccc
Bm_chr17	2739482	2921821	Pi_chr11	1978225	2098726	cccccc
Bm_chr17	3348269	3447441	Pi_chr11	2387507	2464009	cccccc
Bm_chr17	1846224	1992861	Pi_chr11	1324605	1430452	cccccc
Bm_chr17	14837270	14969720	Pi_chr11	9137803	9219928	cccccc
Bm_chr17	3814002	3932989	Pi_chr11	2666915	2755320	cccccc
Bm_chr17	15777620	15869790	Pi_chr11	9779458	9837694	cccccc
Bm_chr17	11680772	11748459	Pi_chr11	7339038	7379260	cccccc
Bm_chr17	15518889	15627387	Pi_chr11	9585877	9655697	cccccc
Bm_chr17	16634536	16726002	Pi_chr11	10446177	10509008	cccccc
Bm_chr17	1668644	1743846	Pi_chr11	1152694	1234424	cccccc
Bm_chr17	11090119	11122041	Pi_chr11	6966265	6986451	cccccc
Bm_chr17	13708795	13764737	Pi_chr11	8596250	8628923	cccccc
Bm_chr17	13854686	13872993	Pi_chr11	8686965	8697207	cccccc
Bm_chr17	3522394	3640278	Pi_chr11	2507715	2566541	cccccc
Bm_chr17	10866255	10996732	Pi_chr11	6857778	6917120	cccccc
Bm_chr17	5264308	5306055	Pi_chr11	3515306	3537725	cccccc
Bm_chr17	11507813	11537545	Pi_chr11	7223800	7241960	cccccc
Bm_chr17	1125408	1163498	Pi_chr11	717863	750827	cccccc
Bm_chr17	16813897	16816220	Pi_chr11	10542378	10545335	cccccc
Bm_chr17	16543194	16565570	Pi_chr11	10355411	10381015	cccccc
Bm_chr17	10640518	10660031	Pi_chr11	3549706	3562022	cccccc
Bm_chr17	4569787	4612617	Pi_chr11	3127813	3154541	cccccc
Bm_chr17	7047382	7080545	Pi_chr11	5771397	5782646	cccccc
Bm_chr17	1514917	1594096	Pi_chr11	1008883	1085401	cccccc
Bm_chr17	9481864	9484989	Pi_chr11	4301593	4302784	cccccc
Bm_chr17	10007870	10046936	Pi_chr11	3895678	3931561	cccccc
Bm_chr17	15680314	15680350	Pi_chr11	9701995	9702052	cccccc
Bm_chr17	7592415	8046722	Pi_chr11	5503490	5183097	cccccc
Bm_chr17	7046707	7533950	Pi_chr11	5790808	5498171	cccccc
Bm_chr17	9801628	10272849	Pi_chr11	4095046	3790054	cccccc
Bm_chr17	5650309	5849624	Pi_chr11	6581276	6477965	cccccc
Bm_chr17	496133	848260	Pi_chr11	292987	35476	cccccc
Bm_chr17	36218	109467	Pi_chr11	710654	605875	cccccc
Bm_chr17	6619672	6839674	Pi_chr11	6105246	5954018	cccccc
Bm_chr17	5987911	6301855	Pi_chr11	6403955	6260902	cccccc
Bm_chr17	5456775	5571010	Pi_chr11	6672038	6599624	cccccc
Bm_chr17	9222847	9337424	Pi_chr11	4449605	4391746	cccccc
Bm_chr17	8710544	8755231	Pi_chr11	4823082	4784799	cccccc
Bm_chr17	10385437	10509387	Pi_chr11	3716818	3641527	cccccc
Bm_chr17	6894009	6990749	Pi_chr11	5898918	5819769	cccccc
Bm_chr17	9407943	9484605	Pi_chr11	4354765	4302364	cccccc
Bm_chr17	9001206	9037690	Pi_chr11	4620807	4585484	cccccc
Bm_chr17	14155569	14181706	Pi_chr11	9056975	9037920	cccccc
Bm_chr17	10606658	10681868	Pi_chr11	3582301	3539149	cccccc
Bm_chr17	5308142	5340827	Pi_chr11	6751418	6736196	cccccc
Bm_chr17	8849771	8944250	Pi_chr11	4723918	4655769	cccccc
Bm_chr17	6353982	6417950	Pi_chr11	6239271	6188269	cccccc
Bm_chr17	11111614	11122838	Pi_chr11	6990433	6984639	cccccc
Bm_chr17	8208577	8262047	Pi_chr11	5087558	5059758	cccccc
Bm_chr17	9572948	9624932	Pi_chr11	4249210	4198098	cccccc
Bm_chr17	7046711	7166351	Pi_chr11	5790812	5723973	cccccc
Bm_chr17	1110165	1119176	Pi_chr11	29976	24136	cccccc
Bm_chr17	9687982	9687831	Pi_chr11	4163431	4163582	cccccc
Bm_chr17	13988607	14000772	Pi_chr11	9119761	9113185	cccccc
Bm_chr17	6160677	6160793	Pi_chr15	3506327	3506027	cccccc
Bm_chr17	6160235	6160771	Pi_chr15	3505825	3506002	cccccc
Bm_chr17	6160533	6160779	Pi_chr16	5576083	5575912	cccccc
Bm_chr18	9028205	9455048	Pi_chr12	4580072	4873655	cccccc
Bm_chr18	8040770	8301370	Pi_chr12	3891552	4073650	cccccc
Bm_chr18	10766614	10969836	Pi_chr12	5557829	5666311	cccccc
Bm_chr18	12279088	12413282	Pi_chr12	124456	205069	cccccc
Bm_chr18	7407872	7488856	Pi_chr12	3457705	3534029	cccccc
Bm_chr18	12751066	12865244	Pi_chr12	422749	508190	cccccc
Bm_chr18	10054383	10176852	Pi_chr12	5249899	5314741	cccccc
Bm_chr18	2671285	2875532	Pi_chr12	3352355	3457169	cccccc
Bm_chr18	7820411	7927862	Pi_chr12	3734268	3815015	cccccc
Bm_chr18	13139637	13233811	Pi_chr12	654358	730194	cccccc
Bm_chr18	13583824	13734389	Pi_chr12	927814	1044149	cccccc
Bm_chr18	10555714	10588404	Pi_chr12	5470140	5488055	cccccc
Bm_chr18	9794822	9803232	Pi_chr12	5091609	5101012	cccccc
Bm_chr18	8940542	8974386	Pi_chr12	4520847	4543557	cccccc
Bm_chr18	13325557	13370639	Pi_chr12	794125	827490	cccccc
Bm_chr18	2912309	2991632	Pi_chr12	6823965	6866889	cccccc
Bm_chr18	1366104	1398470	Pi_chr12	6230986	6243495	cccccc
Bm_chr18	7342214	7400044	Pi_chr12	6756414	6802670	cccccc
Bm_chr18	1009335	1044231	Pi_chr12	6552663	6571723	cccccc
Bm_chr18	15202842	15221496	Pi_chr12	2185843	2205629	cccccc
Bm_chr18	5415183	5421238	Pi_chr12	8533005	8538062	cccccc
Bm_chr18	12983198	13001333	Pi_chr12	578446	589039	cccccc
Bm_chr18	136100	149316	Pi_chr12	10243086	10254756	cccccc
Bm_chr18	2458345	2467262	Pi_chr12	5742195	5765416	cccccc
Bm_chr18	428939	440527	Pi_chr12	6738667	6747698	cccccc
Bm_chr18	4564291	4564660	Pi_chr12	9161968	9162331	cccccc
Bm_chr18	14571979	14592667	Pi_chr12	1971921	1992440	cccccc
Bm_chr18	3286728	3310080	Pi_chr12	10092715	10110044	cccccc
Bm_chr18	8630255	8895348	Pi_chr12	4325881	4106220	cccccc
Bm_chr18	2026493	2467262	Pi_chr12	5952737	5747049	cccccc
Bm_chr18	5221484	5432863	Pi_chr12	8688552	8522279	cccccc
Bm_chr18	3662488	3822009	Pi_chr12	9930745	9809296	cccccc
Bm_chr18	11384990	11560790	Pi_chr12	3139503	3010444	cccccc
Bm_chr18	5506900	5789525	Pi_chr12	8454240	8246808	cccccc
Bm_chr18	1480981	1732980	Pi_chr12	6228237	6101502	cccccc
Bm_chr18	6229041	6387676	Pi_chr12	7927176	7818065	cccccc
Bm_chr18	4685929	4763172	Pi_chr12	9075070	9018350	cccccc
Bm_chr18	4393208	4612356	Pi_chr12	9281922	9126260	cccccc
Bm_chr18	6585953	6722489	Pi_chr12	7607920	7491276	cccccc
Bm_chr18	11211994	11277747	Pi_chr12	3243470	3212240	cccccc
Bm_chr18	4118581	4180428	Pi_chr12	9538530	9466972	cccccc
Bm_chr18	6912857	7002103	Pi_chr12	7347879	7263255	cccccc
Bm_chr18	3148213	3201543	Pi_chr12	10148688	10120746	cccccc
Bm_chr18	1864346	1883775	Pi_chr12	6034447	6013927	cccccc
Bm_chr18	8303388	8492737	Pi_chr12	4518687	4404678	cccccc
Bm_chr18	112674	194012	Pi_chr12	10281430	10233639	cccccc
Bm_chr18	4227716	4255323	Pi_chr12	9403365	9365564	cccccc
Bm_chr18	3495025	3577141	Pi_chr12	10035654	10004446	cccccc
Bm_chr18	1279308	1376578	Pi_chr12	6299562	6237863	cccccc
Bm_chr18	6107004	6178904	Pi_chr12	8034017	7983438	cccccc
Bm_chr18	3006824	3043930	Pi_chr12	10227751	10203414	cccccc
Bm_chr18	12096066	12186518	Pi_chr12	2668708	2623436	cccccc
Bm_chr18	4975019	5052075	Pi_chr12	8871834	8803003	cccccc
Bm_chr18	7465378	7472630	Pi_chr12	3516858	3511776	cccccc
Bm_chr18	2529478	2650679	Pi_chr12	5714016	5675064	cccccc
Bm_chr18	7318343	7331437	Pi_chr12	6971932	6961851	cccccc
Bm_chr18	5109481	5132238	Pi_chr12	8771068	8761594	cccccc
Bm_chr18	8558922	8560239	Pi_chr12	4362770	4361490	cccccc
Bm_chr18	1804026	1810633	Pi_chr12	6075713	6069061	cccccc
Bm_chr18	205607	210104	Pi_chr12	6872932	6870644	cccccc
Bm_chr18	12317985	12318023	Pi_chr16	8182931	8183021	cccccc
Bm_chr18	13684995	13708741	Pi_chr24	4155710	4154581	cccccc
Bm_chr19	12956979	13155623	Pi_chr18	1243018	1359116	cccccc
Bm_chr19	2260762	2408362	Pi_chr18	6983565	7054916	cccccc
Bm_chr19	2712698	2859396	Pi_chr18	7206087	7296385	cccccc
Bm_chr19	2518981	2662108	Pi_chr18	7099384	7180791	cccccc
Bm_chr19	277201	372027	Pi_chr18	8788318	8839368	cccccc
Bm_chr19	3537583	3619314	Pi_chr18	7743709	7806087	cccccc
Bm_chr19	3037479	3146001	Pi_chr18	7391051	7488259	cccccc
Bm_chr19	13213206	13234384	Pi_chr18	1190497	1203487	cccccc
Bm_chr19	3827409	3838976	Pi_chr18	7926473	7939585	cccccc
Bm_chr19	1567476	1576919	Pi_chr18	9367932	9418304	cccccc
Bm_chr19	13344533	13344774	Pi_chr18	1082871	1083100	cccccc
Bm_chr19	7520699	7530224	Pi_chr18	4655344	4663654	cccccc
Bm_chr19	6035791	6042510	Pi_chr18	5478159	5481290	cccccc
Bm_chr19	4754727	4758006	Pi_chr18	6319167	6320770	cccccc
Bm_chr19	5879465	5882350	Pi_chr18	5597962	5600205	cccccc
Bm_chr19	4348483	4834384	Pi_chr18	6596393	6251497	cccccc
Bm_chr19	10824256	11484676	Pi_chr18	2701046	2277172	cccccc
Bm_chr19	9156316	9578661	Pi_chr18	3705052	3409691	cccccc
Bm_chr19	5994776	6214242	Pi_chr18	5506600	5375582	cccccc
Bm_chr19	4893211	5143388	Pi_chr18	6234410	6078976	cccccc
Bm_chr19	7451871	7752461	Pi_chr18	4701753	4505656	cccccc
Bm_chr19	1953040	2108819	Pi_chr18	9121740	8997604	cccccc
Bm_chr19	9872175	10061692	Pi_chr18	3282783	3158009	cccccc
Bm_chr19	8569996	8792539	Pi_chr18	4128999	3963292	cccccc
Bm_chr19	10453199	10767207	Pi_chr18	2959420	2755473	cccccc
Bm_chr19	3290434	3552175	Pi_chr18	7652147	7492662	cccccc
Bm_chr19	5237820	5478239	Pi_chr18	6019412	5866911	cccccc
Bm_chr19	47322	165998	Pi_chr18	6935972	6871113	cccccc
Bm_chr19	10255287	10360042	Pi_chr18	3054840	2984057	cccccc
Bm_chr19	14260942	14494305	Pi_chr18	364788	206012	cccccc
Bm_chr19	6584465	6765098	Pi_chr18	5141818	5033077	cccccc
Bm_chr19	3897344	3987761	Pi_chr18	6869751	6804085	cccccc
Bm_chr19	5742245	5937021	Pi_chr18	5704152	5550883	cccccc
Bm_chr19	3175943	3217408	Pi_chr18	7736264	7697137	cccccc
Bm_chr19	12437963	12560101	Pi_chr18	1689575	1593173	cccccc
Bm_chr19	7983736	8086952	Pi_chr18	4354781	4292873	cccccc
Bm_chr19	12837287	12853493	Pi_chr18	1455490	1418679	cccccc
Bm_chr19	230354	316384	Pi_chr18	8871814	8805370	cccccc
Bm_chr19	11701463	11760404	Pi_chr18	2190308	2136873	cccccc
Bm_chr19	4138446	4206568	Pi_chr18	6743989	6667492	cccccc
Bm_chr19	1476979	1633120	Pi_chr18	9485656	9387915	cccccc
Bm_chr19	5604701	5636428	Pi_chr18	5818802	5796201	cccccc
Bm_chr19	346858	461021	Pi_chr18	8828354	8718075	cccccc
Bm_chr19	13124149	13139799	Pi_chr18	1356922	1343034	cccccc
Bm_chr19	14557264	14610352	Pi_chr18	203655	167745	cccccc
Bm_chr19	6382079	6408065	Pi_chr18	5262213	5251984	cccccc
Bm_chr19	1731006	1819110	Pi_chr18	9309264	9238930	cccccc
Bm_chr19	6476942	6499099	Pi_chr18	5201185	5185074	cccccc
Bm_chr19	13173142	13228850	Pi_chr18	1238630	1200035	cccccc
Bm_chr19	14784870	14787990	Pi_chr18	23052	15275	cccccc
Bm_chr19	7086962	7196519	Pi_chr18	4855453	4803325	cccccc
Bm_chr19	12950602	12952100	Pi_chr18	1368945	1367501	cccccc
Bm_chr19	4402134	4491399	Pi_chr18	6569015	6497316	cccccc
Bm_chr19	7818899	7926412	Pi_chr18	4480961	4407537	cccccc
Bm_chr19	8991278	9012860	Pi_chr18	3811753	3793276	cccccc
Bm_chr19	8866333	8882940	Pi_chr18	3917506	3901333	cccccc
Bm_chr19	8150953	8183551	Pi_chr18	4268563	4251264	cccccc
Bm_chr19	13850260	13895650	Pi_chr18	723066	692404	cccccc
Bm_chr19	9262375	9323398	Pi_chr18	3631815	3563977	cccccc
Bm_chr19	11116457	11201054	Pi_chr18	2527707	2467932	cccccc
Bm_chr19	3516680	3516829	Pi_chr23	6445187	6448877	cccccc
Bm_chr19	1576940	1576969	Pi_chr25	1426351	1426386	cccccc
Bm_chr19	12732530	12750720	NW_026525664.1	12797706	12807331	cccccc
Bm_chr20	6849735	6849769	Pi_chr21	8221695	8223205	cccccc
Bm_chr20	514022	724846	Pi_chr22	6724623	6894640	cccccc
Bm_chr20	9158862	9234792	Pi_chr22	2117038	2162942	cccccc
Bm_chr20	112432	192045	Pi_chr22	6426000	6490436	cccccc
Bm_chr20	394778	454290	Pi_chr22	6649923	6698780	cccccc
Bm_chr20	7890144	8004213	Pi_chr22	2666407	2720888	cccccc
Bm_chr20	260107	348415	Pi_chr22	6545760	6598295	cccccc
Bm_chr20	60733	64183	Pi_chr22	6098409	6106602	cccccc
Bm_chr20	1410521	1442265	Pi_chr22	6334314	6347739	cccccc
Bm_chr20	4137706	4196397	Pi_chr22	4614437	4649184	cccccc
Bm_chr20	7429688	7438310	Pi_chr22	2939780	2950528	cccccc
Bm_chr20	10245984	10303252	Pi_chr22	1532243	1576282	cccccc
Bm_chr20	8830083	8837915	Pi_chr22	2317008	2323872	cccccc
Bm_chr20	1179586	1214192	Pi_chr22	6181422	6200312	cccccc
Bm_chr20	11907877	11918380	Pi_chr22	369887	377967	cccccc
Bm_chr20	6505082	6508333	Pi_chr22	3346759	3352748	cccccc
Bm_chr20	11356161	11375211	Pi_chr22	763383	779597	cccccc
Bm_chr20	1300957	1338267	Pi_chr22	6263614	6304498	cccccc
Bm_chr20	2294165	2600351	Pi_chr22	5520724	5293520	cccccc
Bm_chr20	8707828	8896937	Pi_chr22	2421083	2279000	cccccc
Bm_chr20	4727041	4877787	Pi_chr22	4360035	4208078	cccccc
Bm_chr20	5871005	6073562	Pi_chr22	3585955	3471706	cccccc
Bm_chr20	9348543	9496779	Pi_chr22	2033788	1930855	cccccc
Bm_chr20	2714290	2853377	Pi_chr22	5225526	5141508	cccccc
Bm_chr20	4384710	4549211	Pi_chr22	4509264	4409173	cccccc
Bm_chr20	6132510	6288083	Pi_chr22	3446858	3358907	cccccc
Bm_chr20	3296605	3553365	Pi_chr22	4954511	4817443	cccccc
Bm_chr20	7005052	7152474	Pi_chr22	3176479	3111918	cccccc
Bm_chr20	7225952	7499116	Pi_chr22	3084457	2918129	cccccc
Bm_chr20	5339683	5468945	Pi_chr22	3888234	3818485	cccccc
Bm_chr20	10840695	11014222	Pi_chr22	1144859	1011270	cccccc
Bm_chr20	6502388	6601135	Pi_chr22	3348328	3303166	cccccc
Bm_chr20	5052896	5190401	Pi_chr22	4088596	3999631	cccccc
Bm_chr20	11899019	12035983	Pi_chr22	393027	239760	cccccc
Bm_chr20	12148032	12323437	Pi_chr22	172790	17172	cccccc
Bm_chr20	11093563	11180817	Pi_chr22	936653	891490	cccccc
Bm_chr20	11677357	11839529	Pi_chr22	576629	442228	cccccc
Bm_chr20	7560599	7708613	Pi_chr22	2896122	2813703	cccccc
Bm_chr20	9041022	9190882	Pi_chr22	2240701	2132796	cccccc
Bm_chr20	7770538	7907724	Pi_chr22	2782778	2679898	cccccc
Bm_chr20	11294098	11381034	Pi_chr22	821884	751226	cccccc
Bm_chr20	8602097	8655259	Pi_chr22	2469275	2443161	cccccc
Bm_chr20	5565688	5687232	Pi_chr22	3771937	3694082	cccccc
Bm_chr20	10293183	10317641	Pi_chr22	1594702	1565919	cccccc
Bm_chr20	3071672	3164504	Pi_chr22	5003356	4956656	cccccc
Bm_chr20	4035792	4077135	Pi_chr22	4696577	4671196	cccccc
Bm_chr20	9553747	9646963	Pi_chr22	1910076	1830941	cccccc
Bm_chr20	2139414	2205788	Pi_chr22	5641813	5586910	cccccc
Bm_chr20	7966524	8052483	Pi_chr22	2699724	2628085	cccccc
Bm_chr20	10319693	10406414	Pi_chr22	1493287	1436994	cccccc
Bm_chr20	6810607	6848593	Pi_chr22	3262574	3239021	cccccc
Bm_chr20	3838041	3862129	Pi_chr22	4718316	4707516	cccccc
Bm_chr20	11437231	11523873	Pi_chr22	730155	682272	cccccc
Bm_chr20	4281646	4333324	Pi_chr22	4565105	4537948	cccccc
Bm_chr20	9250153	9291980	Pi_chr22	2101980	2076613	cccccc
Bm_chr20	11597155	11601862	Pi_chr22	622046	619462	cccccc
Bm_chr20	9953590	9964236	Pi_chr22	1616533	1596464	cccccc
Bm_chr20	2969300	2996385	Pi_chr22	5053992	5040755	cccccc
Bm_chr20	1762334	1806350	Pi_chr22	5897472	5875617	cccccc
Bm_chr20	11444495	11475159	Pi_chr22	756319	714330	cccccc
Bm_chr20	10260952	10287511	Pi_chr22	1563127	1543442	cccccc
Bm_chr21	4022178	4022459	Pi_chr6	4938160	4939879	cccccc
Bm_chr21	5456326	5455916	Pi_chr10	9750027	9749616	cccccc
Bm_chr21	9065413	9767536	Pi_chr15	4497506	5010674	cccccc
Bm_chr21	11022565	11345887	Pi_chr15	1643787	1860684	cccccc
Bm_chr21	13339972	13627602	Pi_chr15	3174979	3315208	cccccc
Bm_chr21	11434062	11783767	Pi_chr15	1923581	2189795	cccccc
Bm_chr21	10069106	10224128	Pi_chr15	5196508	5269367	cccccc
Bm_chr21	14027893	14178614	Pi_chr15	3321066	3410511	cccccc
Bm_chr21	8409409	8529210	Pi_chr15	4008877	4113722	cccccc
Bm_chr21	8593773	8710088	Pi_chr15	4154223	4242692	cccccc
Bm_chr21	2959492	3149825	Pi_chr15	8453490	8584583	cccccc
Bm_chr21	10205616	10317255	Pi_chr15	1000306	1083936	cccccc
Bm_chr21	12515435	12751089	Pi_chr15	2628655	2764912	cccccc
Bm_chr21	9818899	9890778	Pi_chr15	5037449	5089128	cccccc
Bm_chr21	3212536	3239876	Pi_chr15	8628016	8642738	cccccc
Bm_chr21	10937631	10971515	Pi_chr15	1585232	1610237	cccccc
Bm_chr21	2843431	2891865	Pi_chr15	8397214	8425103	cccccc
Bm_chr21	9405861	9574996	Pi_chr15	4731567	4862403	cccccc
Bm_chr21	2276346	2288537	Pi_chr15	8014601	8027569	cccccc
Bm_chr21	8871113	9038643	Pi_chr15	4310074	4417923	cccccc
Bm_chr21	3320765	3343460	Pi_chr15	8680388	8694850	cccccc
